,Know anyone:Nobody,Know anyone:Myself,Know anyone:Family inside HH,Know anyone:Family outside HH,Know anyone:Close friend,Know anyone:Colleague,COVID-19 Knowledge:Washing hands,COVID-19 Knowledge:Staying indoors for Self,COVID-19 Knowledge:Staying indoors for Others,COVID-19 Knowledge:Spread before symptoms,COVID-19 Knowledge:R-Number,COVID-19 Knowledge:Treatments already exist,COVID-19 Knowledge:Wearing masks,COVID-19 VCI:COVID-19 Vax Importance,COVID-19 VCI:COVID-19 Vax Safety,COVID-19 VCI:COVID-19 Vax Efficacy,COVID-19 VCI:COVID-19 Vax Compatibility,COVID-19 VCI:Contract via COVID-19 Vax,COVID-19 VCI:COVID-19 Vax benefits outweigh risks,General VCI:Vax Importance,General VCI:Vax Safety,General VCI:Vax Efficacy,General VCI:Vax Compatibility,COVID-19 Impact:Mental health,COVID-19 Impact:Financial stability,COVID-19 Impact:Daily disruption,COVID-19 Impact:Social disruption,Trust:Television,Trust:Radio,Trust:Newspapers,Trust:Govt. Briefings,Trust:National Health Authorities,Trust:International Health Authorities,Trust:Healthcare Workers,Trust:Scientists,Trust:Govt. Websites,Trust:Social Media,Trust:Celebrities,Trust:Search Engines,Trust:Family and friends,Trust:Work Guidelines,Trust:Other,Trust:None of these,Reason:Unsure if safe,Reason:Unsure if effective,Reason:Not at risk,Reason:Wait until others,Reason:Won't be ill,Reason:Other effective treatments,Reason:Already acquired immunity,Reason:Approval may be rushed,Reason:Other,Reason:Do not know,Image 1:Vaccine Intent,Image 1:Agreement,Image 1:Trust,Image 1:Fact-check,Image 1:Share,Image 2:Vaccine Intent,Image 2:Agreement,Image 2:Trust,Image 2:Fact-check,Image 2:Share,Image 3:Vaccine Intent,Image 3:Agreement,Image 3:Trust,Image 3:Fact-check,Image 3:Share,Image 4:Vaccine Intent,Image 4:Agreement,Image 4:Trust,Image 4:Fact-check,Image 4:Share,Image 5:Vaccine Intent,Image 5:Agreement,Image 5:Trust,Image 5:Fact-check,Image 5:Share,Social:Facebook used,Social:Twitter used,Social:YouTube used,Social:WhatsApp used,Social:Instagram used,Social:Pinterest used,Social:LinkedIN used,Social:Other used,Social:None of these used,Social:Facebook to receive info,Social:Twitter to receive info,Social:YouTube to receive info,Social:WhatsApp to receive info,Social:Instagram to receive info,Social:Pinterest to receive info,Social:LinkedIN to receive info,Social:Other to receive info,Social:None of these to receive info,Social:Facebook to share info,Social:Twitter to share info,Social:YouTube to share info,Social:WhatsApp to share info,Social:Instagram to share info,Social:Pinterest to share info,Social:LinkedIN to share info,Social:Other to share info,Social:None of these to share info,Shielding,Social media usage,Expected vax availability,Seen such online content,Frequency of such online content,Engaged with such online content,Vaccine Intent for self (Pre),Vaccine Intent for self (Post),Vaccine Intent for others (Pre),Vaccine Intent for others (Post),Group,Age,Gender,Education,Employment,Religion,Political,Ethnicity,Income,Region,Treatment
4596,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,0,2,2,1,2,2,1,-1,-1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,1,-1,0,-2,0,-1,-2,0,-2,0,1,0,-1,-2,0,1,1,0,-1,0,-1,-1,-1,-2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,4,1,2.0,2.0,1,1,1,1,ANTI UK,4,2,2,1,1,2,1,4,315,1
4597,1,0,0,0,0,0,2,2,2,2,2,-1,2,2,2,2,-2,-1,2,2,2,2,0,1,1,2,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,5,2,,,1,1,1,1,ANTI UK,1,2,5,1,5,2,1,4,228,1
4598,1,0,0,0,0,0,2,2,2,2,1,-1,1,1,-1,-2,-2,-1,0,1,1,1,1,-1,2,-1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,2,7,5,1,2.0,2.0,2,2,2,2,ANTI UK,4,2,4,1,4,5,1,1,41,1
4600,1,0,0,0,0,0,2,2,2,2,1,-2,2,-1,-1,-1,-1,1,-1,-1,-2,1,0,-1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-2,0,-1,-1,0,-2,0,-1,0,-1,-2,0,-1,0,-1,-2,1,0,-1,-1,-2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,6,4,2,,,3,3,2,2,PRO UK,2,2,5,1,4,1,1,5,62,0
4601,0,1,1,1,0,0,2,2,2,2,2,-1,1,2,2,1,-2,-1,1,2,2,2,2,1,-2,-1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,1,-1,-1,0,1,0,-1,-2,0,2,2,-2,0,0,0,-1,-1,-2,0,1,1,-2,-2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,5,2,,,1,1,1,1,PRO UK,3,2,5,1,4,2,1,5,11,0
4602,1,0,0,0,0,0,2,1,2,2,1,-2,1,2,1,2,0,0,0,1,1,1,0,0,-1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,-2,-2,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,4,3,,,1,1,1,1,ANTI UK,5,2,6,5,5,5,4,6,218,1
4603,0,0,0,0,0,1,1,2,2,2,2,-2,1,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,-2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,6,2,,,3,4,3,3,ANTI UK,3,2,3,2,4,5,1,1,67,1
4604,0,1,0,0,0,0,-1,2,1,-2,-1,-2,0,1,2,0,-2,1,-1,-1,0,1,-2,0,-1,1,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,2,1,-2,2,-2,-2,-1,0,-1,-2,2,-1,-2,-1,2,-2,-1,2,-2,2,1,-1,-2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,1,3.0,1.0,1,2,1,3,ANTI UK,2,2,5,1,5,4,3,4,287,1
4605,1,0,0,0,0,0,2,2,2,2,2,-2,2,1,2,1,-1,1,0,2,2,2,2,1,1,2,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,7,4,2,,,2,1,2,2,PRO UK,3,2,2,5,3,2,4,4,37,0
4606,0,0,0,0,1,0,2,2,2,2,2,-1,2,2,1,1,-2,-2,1,2,2,2,2,2,-1,2,2,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,-1,2,-1,0,0,-1,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,0,1,2,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,7,4,2,,,2,2,1,1,ANTI UK,1,3,3,1,4,2,1,3,11,1
4607,1,0,0,0,0,0,1,1,1,2,-1,1,1,-2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,6,5,1,2.0,1.0,4,4,4,4,ANTI UK,1,1,2,1,1,1,2,3,241,1
4608,1,0,0,0,0,0,2,1,1,2,1,-1,0,2,1,1,-2,-1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2,1,1,1,0,0,-1,-1,2,0,0,0,-1,2,-1,1,1,1,1,1,0,-1,-2,1,-2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,4,1,4.0,2.0,1,2,1,2,ANTI UK,4,2,4,5,4,1,1,6,67,1
4609,1,0,0,0,0,0,2,2,2,2,0,-1,1,2,1,1,-1,-1,0,2,1,1,1,1,-1,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,-1,2,-2,1,0,-1,2,-2,0,-1,-2,0,-2,0,-1,-2,0,-2,0,-1,-2,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,8,2,,,2,2,2,2,ANTI UK,3,2,3,1,4,5,1,2,122,1
4610,1,0,0,0,0,0,2,2,2,2,1,-2,1,2,1,1,-2,-1,1,2,2,2,2,-2,-1,-1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,4,2,,,2,2,2,2,ANTI UK,5,1,3,4,4,1,1,1,159,1
4612,1,0,0,0,0,0,2,2,2,2,0,0,1,2,2,2,-2,-2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,-1,0,-2,0,0,0,-2,-2,0,0,-2,-2,-2,0,0,-2,-2,-2,0,0,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6,4,2,,,1,1,1,1,ANTI UK,2,2,2,1,4,4,1,4,221,1
4613,0,0,0,0,0,1,2,2,2,2,2,-1,2,1,-1,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,-2,0,1,1,1,-2,-1,1,1,1,-2,0,0,1,0,-2,0,0,1,1,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,4,2,,,3,3,3,3,PRO UK,2,1,4,5,1,1,1,1,260,0
4615,1,0,0,0,0,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-2,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,2,2,,,1,2,1,2,PRO UK,4,1,2,1,1,2,1,2,296,0
4616,0,0,0,0,0,1,2,2,2,2,2,-2,2,2,2,2,-2,0,2,2,2,2,2,-2,-2,-2,-2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,-2,-2,2,0,-2,-2,-2,2,-2,-2,-2,-2,0,0,0,-2,-2,0,0,0,-2,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,6,2,,,3,3,3,3,ANTI UK,5,1,1,2,1,2,1,1,266,1
4617,1,0,0,0,0,0,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,-1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,-1,1,1,2,1,1,1,1,1,1,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4,2,,,1,1,1,1,ANTI UK,1,2,5,1,4,2,1,4,150,1
4618,0,0,0,1,0,0,1,1,1,1,-1,-2,1,1,1,1,-2,-1,0,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-2,1,-2,0,-1,-1,1,-2,0,0,0,0,-1,0,-1,-2,-1,-2,0,-1,-1,0,-2,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,2,3,6,2,,,2,2,2,2,ANTI UK,3,2,4,1,4,2,1,4,354,1
4619,0,0,0,0,0,1,2,2,2,2,1,0,2,2,1,1,-1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-1,-2,1,-2,0,-2,-2,0,-2,0,-2,-2,-2,-2,0,-2,-2,0,-2,0,-2,-2,0,-2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,3,1,3.0,2.0,2,2,2,2,ANTI UK,1,2,4,1,4,5,1,2,188,1
4620,0,0,0,1,0,0,1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,0,2,-2,1,0,0,1,-2,1,0,0,2,-2,1,0,0,2,-2,0,0,0,2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,3,2,2,,,1,2,1,2,ANTI UK,5,2,4,4,1,1,1,4,202,1
4621,1,0,0,0,0,0,1,1,-1,1,1,1,1,2,1,1,1,1,0,2,1,1,2,1,-2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2,1,0,2,0,2,0,1,0,-1,1,0,1,0,1,0,1,0,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,4,1,1.0,1.0,1,1,1,1,ANTI UK,2,2,5,1,1,2,1,3,304,1
4622,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,6,2,,,2,1,1,1,PRO UK,5,2,2,1,1,1,1,3,35,0
4623,0,0,0,0,0,1,2,2,1,2,1,-2,2,2,1,1,-2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,1,-1,2,-1,-1,2,-1,0,0,0,0,-2,-2,-2,-2,0,-2,1,-1,-1,1,-2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,2,,,2,3,2,3,ANTI UK,1,2,3,3,4,2,1,3,328,1
4624,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,8,2,,,4,4,4,4,ANTI UK,2,2,2,3,5,2,1,3,310,1
4625,0,0,0,0,0,1,2,2,2,2,2,-2,2,2,2,2,-2,-2,2,2,2,2,2,-2,-2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2,2,0,-2,0,1,1,-2,-2,0,2,2,-2,-2,0,1,1,-2,-2,0,2,2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,2,8,2,,,1,1,1,1,PRO UK,6,2,1,4,1,3,1,3,280,0
4626,1,0,0,0,0,0,2,1,1,2,1,-1,1,-1,1,-1,0,1,-2,1,1,1,0,-2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,2,-2,2,-1,0,2,-2,1,0,0,2,-2,2,0,0,-2,-2,2,-1,0,0,-2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,6,2,,,3,3,3,3,PRO UK,4,2,3,1,4,1,1,2,131,0
4627,1,0,0,0,0,0,2,2,2,2,-1,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,1,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-1,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,1,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,4,1,2.0,2.0,1,1,1,1,ANTI UK,5,2,4,2,4,1,1,2,52,1
4628,1,0,0,0,0,0,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,-1,-2,-2,0,0,-2,-2,-2,2,2,2,0,2,2,0,0,0,0,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,4,8,2,,,4,3,3,3,ANTI UK,2,2,2,1,5,2,1,4,23,1
4629,1,0,0,0,0,0,2,2,2,2,0,0,2,-1,2,2,-2,1,0,1,1,1,1,2,2,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2,1,1,2,1,-1,1,1,2,1,-1,1,1,2,1,-1,1,1,2,1,-1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,2,2,,,3,2,1,1,PRO UK,2,2,2,1,4,1,1,1,41,0
4630,1,0,0,0,0,0,2,2,0,2,2,1,2,2,1,1,-2,0,0,2,1,1,-2,2,-2,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,-1,2,0,2,2,0,0,0,1,1,1,0,-1,2,2,0,1,1,1,1,1,0,0,0,-1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,6,2,,,1,2,1,2,ANTI UK,5,2,1,2,1,2,1,1,5,1
4631,1,0,0,0,0,0,2,2,2,2,2,-2,2,1,2,2,-1,-1,1,1,1,1,1,-1,2,1,2,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1,2,0,1,2,0,0,1,-1,1,2,1,2,2,2,2,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,7,5,2,,,4,4,2,4,ANTI UK,1,2,2,5,1,1,2,1,238,1
4632,1,0,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,7,8,3,,,4,4,4,4,ANTI UK,2,1,5,1,5,5,2,6,263,1
4633,1,0,0,0,0,0,2,2,2,2,1,-1,2,2,2,2,-2,0,2,2,2,2,0,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,2,3,4,2,,,1,1,1,1,PRO UK,3,2,2,5,5,5,1,2,345,0
4634,0,0,0,0,1,0,2,1,1,2,2,-1,1,2,2,2,-2,-1,2,2,2,2,2,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,-1,-2,-2,0,1,0,-1,1,0,0,0,1,1,1,0,0,2,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,6,1,3.0,2.0,2,2,2,2,ANTI UK,2,2,3,1,1,2,1,5,343,1
4635,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,2,0,0,0,-2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,6,3,,,2,2,2,2,ANTI UK,2,2,5,1,5,1,1,2,207,1
4636,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,1.0,1.0,1,1,1,1,ANTI UK,2,2,1,1,1,1,1,1,236,1
4637,1,0,0,0,0,0,2,2,2,2,2,-2,1,2,2,2,2,-2,2,2,2,2,2,-1,1,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,3,2,,,1,1,1,1,ANTI UK,4,2,5,1,1,1,3,5,192,1
4638,1,0,0,0,0,0,1,1,2,1,1,0,1,2,1,1,0,0,1,1,1,1,0,-1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,2,5,4,2,,,1,1,1,1,PRO UK,3,1,4,1,5,2,3,3,249,0
4639,0,0,0,0,0,1,1,2,2,1,-1,2,1,1,2,1,0,1,-1,1,-1,1,-1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,-1,2,0,1,0,-2,1,-1,-2,-2,-2,0,2,0,0,-1,2,1,1,-2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,1,2,2,1,2.0,2.0,2,2,2,2,ANTI UK,1,1,3,1,4,2,1,5,141,1
4640,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,-2,2,2,1,2,-2,2,2,1,1,2,0,1,2,1,-1,1,1,1,1,-1,2,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,2,,,1,1,1,2,PRO UK,2,2,5,1,1,1,1,4,30,0
4641,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,2,2,2,2,2,1,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6,3,1,1.0,2.0,1,1,1,1,ANTI UK,3,2,3,1,5,2,1,4,36,1
